item_code,old_price,new_price,change_reason,supplier_name,quote_reference,created_at
CARBB,23.0,23.0,supplier_quote,Sams carpentry SEQ,"",2023-09-08
CARBB,23.0,23.0,supplier_quote,Braiden Brothers Carpentry,"",2023-12-04
CARBB,23.0,23.0,supplier_quote,Joii Carpentry,"",2024-03-05
CARBB,23.0,23.0,supplier_quote,Tekna Carpentry,"",2024-07-24
18TFRANNA,,140.0,supplier_quote,CRANE,"",2023-06-27
18TFRANNA,140.0,140.0,supplier_quote,Cross Cranes,"",2024-04-08
CLW,,1.5,supplier_quote,CARPENTER,"",2023-06-27
CLW,1.5,1.5,supplier_quote,Robs Carpentry,"",2023-09-06
CLW,1.5,1.5,supplier_quote,Sams carpentry SEQ,"",2023-09-08
CLW,1.5,1.5,supplier_quote,Braiden Brothers Carpentry,"",2023-12-04
CLW,1.5,1.5,supplier_quote,Joii Carpentry,"",2024-03-05
CLW,1.5,1.5,supplier_quote,Tekna Carpentry,"",2024-07-24
CARPEXTRA,,30.0,supplier_quote,CARPENTER,"",2023-06-27
CARPEXTRA,30.0,30.0,supplier_quote,Robs Carpentry,"",2023-09-06
CARPEXTRA,30.0,30.0,supplier_quote,Sams carpentry SEQ,"",2023-09-08
CARPEXTRA,30.0,30.0,supplier_quote,Braiden Brothers Carpentry,"",2023-12-04
CARPEXTRA,30.0,30.0,supplier_quote,Joii Carpentry,"",2024-03-05
CARPEXTRA,30.0,30.0,supplier_quote,Tekna Carpentry,"",2024-07-24
PLET,,47.0,supplier_quote,PLUMBER,"",2023-06-27
PLET,47.0,47.0,supplier_quote,Envy Plumbing,"",2024-02-27
PLET,47.0,47.0,supplier_quote,Spot On Plumbing and Drainage,"",2024-10-20
PLET,47.0,47.0,supplier_quote,PAL Plumbing,"",2025-02-25
ACRYLICLOW,,38.0,supplier_quote,RENDER,"",2023-06-27
RWH10,,230.0,supplier_quote,RETAINING WALL,"",2023-06-27
RWH10,230.0,306.0,supplier_quote,Joii Landscaping,"",2024-02-21
RWH8,,200.0,supplier_quote,RETAINING WALL,"",2023-06-27
RWH8,200.0,246.0,supplier_quote,Joii Landscaping,"",2024-02-21
RWH6,,87.0,supplier_quote,RETAINING WALL,"",2023-06-27
RWH6,87.0,192.0,supplier_quote,Joii Landscaping,"",2024-02-21
RWH4,,58.0,supplier_quote,RETAINING WALL,"",2023-06-27
RWH4,58.0,126.0,supplier_quote,Joii Landscaping,"",2024-02-21
RWH2,,40.0,supplier_quote,RETAINING WALL,"",2023-06-27
CNRBARY16,,5.02,supplier_quote,STEEL MESH,"",2023-06-27
CNRBARY16,5.02,5.02,supplier_quote,Ausreo Pty Ltd,"",2023-09-02
DBARY162400,,5.24,supplier_quote,STEEL MESH,"",2023-06-27
DBARY162400,5.24,5.24,supplier_quote,Ausreo Pty Ltd,"",2023-09-02
STR12X2000,,2.38,supplier_quote,STEEL MESH,"",2023-06-27
STR12X2000,2.38,2.38,supplier_quote,Ausreo Pty Ltd,"",2023-09-02
PROJKEY,,5.76,supplier_quote,DOOR FURNITURE,"",2023-06-27
PROJKEY,5.76,5.76,supplier_quote,Pre Hung Doors (PHD),"",2023-09-10
POWPOLUG,,150.0,supplier_quote,TEMPORARY POWER,"",2023-06-27
POWERPOLEHIRE,,2.14,supplier_quote,TEMPORARY POWER,"",2023-06-27
EXTWCF,,1.0,supplier_quote,ROOF,"",2023-06-27
EXTWCF,1.0,1.0,supplier_quote,Joii Roofing,"",2023-09-02
AUSMINCART,,45.0,supplier_quote,BRICKS,"",2023-06-27
AUSMINCART,45.0,45.0,supplier_quote,Austral - Rochedale,"",2023-09-02
FQ,,1.0,supplier_quote,FENCING,"",2023-06-27
SECQUOTED,,1.0,supplier_quote,TURN KEY,"",2023-06-27
SECQUOTED,1.0,1.0,supplier_quote,Lovering Installations QLD,"",2023-11-27
PLRBH,,128.0,supplier_quote,PLUMBER,"",2023-06-27
PLRBH,128.0,128.0,supplier_quote,Envy Plumbing,"",2024-02-27
PLRBH,128.0,128.0,supplier_quote,Spot On Plumbing and Drainage,"",2024-10-20
PLRBH,128.0,128.0,supplier_quote,PAL Plumbing,"",2025-02-25
SEDBARGRAV,,500.0,supplier_quote,SEDIMENT CONTROL,"",2023-06-27
SEDBARGRAV,500.0,500.0,supplier_quote,Sediment Erosion Control Services,"",2023-09-02
SEDBARGRAV,500.0,300.0,supplier_quote,Coastal Silt Fence,"",2023-12-03
BESSCART,,16.2,supplier_quote,BRICKS,"",2023-06-27
BESSCART,16.2,16.2,supplier_quote,Austral - Rochedale,"",2023-09-02
CONEXTRA,,30.0,supplier_quote,CONCRETOR,"",2023-06-27
POST2.5,,190.45,supplier_quote,STEEL,"",2023-06-27
POST2.5,190.45,190.45,supplier_quote,Harvey's Mechanical & Welding Services Pty Ltd,"",2023-09-02
POST2.5,190.45,78.36,supplier_quote,Harvey's Mechanical & Welding Services Pty Ltd,"",2024-04-02
HR,,1.0,supplier_quote,DEMOLITION,"",2023-06-27
TIPF,,600.0,supplier_quote,SITE CLEAN,"",2023-06-27
TIPF,600.0,600.0,supplier_quote,United Waste Services,"",2023-09-02
TIPF,600.0,600.0,supplier_quote,BWS Earthworks,"",2023-12-04
TIPF,600.0,600.0,supplier_quote,Heartwood Industries Pty Ltd,"",2024-02-28
TIPF,600.0,600.0,supplier_quote,Tekna Site,"",2024-08-04
SHOWERQUOTE,,1.0,supplier_quote,SHOWER SCREENS,"",2023-06-27
SHOWERQUOTE,1.0,1.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-09-02
WARDROBEQUOTE,,1.0,supplier_quote,WARDROBE DOORS,"",2023-06-27
WARDROBEQUOTE,1.0,1.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-10-25
DECKSTD8619,,4.31,supplier_quote,TIMBER FRAME,"",2023-06-27
SKIP12MTR,,615.0,supplier_quote,SITE CLEAN,"",2023-06-27
SKIP12MTR,615.0,615.0,supplier_quote,United Waste Services,"",2023-09-02
SKIP12MTR,615.0,615.0,supplier_quote,BWS Earthworks,"",2023-12-04
SKIP12MTR,615.0,615.0,supplier_quote,Heartwood Industries Pty Ltd,"",2024-02-28
SKIP12MTR,615.0,615.0,supplier_quote,Tekna Site,"",2024-08-04
DNRREG,,11.0,supplier_quote,PRIVATE CERTIFIER,"",2023-06-27
DNRREG,11.0,11.0,supplier_quote,Fluid Building Approvals,"",2023-12-04
PCA,,12.0,supplier_quote,PAINTER,"",2023-06-27
PCA,12.0,12.0,supplier_quote,JJ & J Lyons Painter,"",2024-03-06
PCA,12.0,20.0,supplier_quote,MI Painting and Decorating Services Marko Lvanovic,"",2024-07-02
PCA,20.0,20.0,supplier_quote,PAINTER,"",2024-10-17
PUSE,,2.0,supplier_quote,PAINTER,"",2023-06-27
PUSE,2.0,2.0,supplier_quote,JJ & J Lyons Painter,"",2024-03-06
PUSE,2.0,2.0,supplier_quote,MI Painting and Decorating Services Marko Lvanovic,"",2024-07-02
P2.5,,1.0,supplier_quote,PAINTER,"",2023-06-27
P2.5,1.0,1.0,supplier_quote,JJ & J Lyons Painter,"",2024-03-06
P2.5,1.0,1.0,supplier_quote,MI Painting and Decorating Services Marko Lvanovic,"",2024-07-02
ADS,,145.0,supplier_quote,SITE WORKS,"",2023-06-27
ADS,145.0,145.0,supplier_quote,SITE CLEAN,"",2023-10-25
ADS,145.0,145.0,supplier_quote,BWS Earthworks,"",2023-12-04
ADS,145.0,145.0,supplier_quote,Heartwood Industries Pty Ltd,"",2024-02-28
MOD1800W,,750.0,supplier_quote,PLUMBING FITOFF GEAR,"",2023-06-27
MOD1800W,750.0,750.0,supplier_quote,Harvey Norman Commercial QLD,"",2023-09-02
SOF2406,,14.15,supplier_quote,SOFFIT,"",2023-06-27
SOF2406,14.15,14.15,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-09-02
SOF2406,14.15,14.15,supplier_quote,HARDWARE,"",2023-10-19
SOF2406,14.15,14.64,supplier_quote,Bunnings,"",2024-02-26
TM38,,9.1,supplier_quote,STEEL MESH,"",2023-06-27
TM38,9.1,16.0,supplier_quote,Ausreo Pty Ltd,"",2023-09-02
TM311,,30.95,supplier_quote,STEEL MESH,"",2023-06-27
TM311,30.95,27.2,supplier_quote,Ausreo Pty Ltd,"",2023-09-02
TM411,,28.45,supplier_quote,STEEL MESH,"",2023-06-27
TM411,28.45,28.45,supplier_quote,Ausreo Pty Ltd,"",2023-09-02
TM48,,11.7,supplier_quote,STEEL MESH,"",2023-06-27
TM48,11.7,11.7,supplier_quote,Ausreo Pty Ltd,"",2023-09-02
RODG244012,,7.14,supplier_quote,HARDWARE,"",2023-06-27
RODG244012,7.14,7.14,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-09-02
RODG244012,7.14,7.14,supplier_quote,HARDWARE,"",2023-10-19
RODG244012,7.14,7.14,supplier_quote,Bunnings,"",2024-02-26
RODG270012,,5.81,supplier_quote,HARDWARE,"",2023-06-27
RODG270012,5.81,5.81,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-09-02
RODG270012,5.81,5.81,supplier_quote,HARDWARE,"",2023-10-19
RODG270012,5.81,5.81,supplier_quote,Bunnings,"",2024-02-26
RODG300012,,7.21,supplier_quote,HARDWARE,"",2023-06-27
RODG300012,7.21,7.21,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-09-02
RODG300012,7.21,7.21,supplier_quote,HARDWARE,"",2023-10-19
RODG300012,7.21,7.21,supplier_quote,Bunnings,"",2024-02-26
PLY3012,,27.95,supplier_quote,TIMBER FRAME,"",2023-06-27
PLY3009,,20.83,supplier_quote,TIMBER FRAME,"",2023-06-27
SKIP15CUM,,1241.0,supplier_quote,SITE CLEAN,"",2023-06-27
SKIP15CUM,1241.0,1241.0,supplier_quote,United Waste Services,"",2023-09-02
SKIP15CUM,1241.0,1241.0,supplier_quote,BWS Earthworks,"",2023-12-04
SKIP15CUM,1241.0,1241.0,supplier_quote,Heartwood Industries Pty Ltd,"",2024-02-28
SKIP15CUM,1241.0,1241.0,supplier_quote,Tekna Site,"",2024-08-04
SKIP15CUM,1241.0,1550.0,supplier_quote,Icon Skip Bins,"",2025-04-30
SKIP23CUM,,1000.0,supplier_quote,SITE CLEAN,"",2023-06-27
SKIP23CUM,1000.0,1000.0,supplier_quote,United Waste Services,"",2023-09-02
SKIP23CUM,1000.0,1000.0,supplier_quote,BWS Earthworks,"",2023-12-04
SKIP23CUM,1000.0,1000.0,supplier_quote,Heartwood Industries Pty Ltd,"",2024-02-28
SKIP23CUM,1000.0,1000.0,supplier_quote,Tekna Site,"",2024-08-04
SKIP2MTR,,150.0,supplier_quote,SITE CLEAN,"",2023-06-27
SKIP2MTR,150.0,150.0,supplier_quote,United Waste Services,"",2023-09-02
SKIP2MTR,150.0,150.0,supplier_quote,BWS Earthworks,"",2023-12-04
SKIP2MTR,150.0,150.0,supplier_quote,Heartwood Industries Pty Ltd,"",2024-02-28
SKIP2MTR,150.0,150.0,supplier_quote,Tekna Site,"",2024-08-04
SKIP4MTR,,399.0,supplier_quote,SITE CLEAN,"",2023-06-27
SKIP4MTR,399.0,399.0,supplier_quote,United Waste Services,"",2023-09-02
SKIP4MTR,399.0,399.0,supplier_quote,BWS Earthworks,"",2023-12-04
SKIP4MTR,399.0,399.0,supplier_quote,Heartwood Industries Pty Ltd,"",2024-02-28
SKIP4MTR,399.0,399.0,supplier_quote,Tekna Site,"",2024-08-04
UP3,,360.0,supplier_quote,ELECTRICAL,"",2023-06-27
UP3,360.0,360.0,supplier_quote,All Clear Electrical,"",2023-09-02
UP3,360.0,360.0,supplier_quote,Latitude 28 Cabling Pty Ltd,"",2023-09-02
UP3,360.0,360.0,supplier_quote,RJF Installations,"",2023-09-02
M3P,,473.0,supplier_quote,ELECTRICAL,"",2023-06-27
M3P,473.0,473.0,supplier_quote,RJF Installations,"",2023-09-02
M3P,473.0,473.0,supplier_quote,Latitude 28 Cabling Pty Ltd,"",2023-09-02
M3P,473.0,473.0,supplier_quote,All Clear Electrical,"",2023-09-02
TER,,412.0,supplier_quote,ELECTRICAL,"",2023-06-27
TER,412.0,412.0,supplier_quote,All Clear Electrical,"",2023-09-02
TER,412.0,412.0,supplier_quote,Latitude 28 Cabling Pty Ltd,"",2023-09-02
TER,412.0,412.0,supplier_quote,RJF Installations,"",2023-09-02
STQ,,1.0,supplier_quote,STEEL,"",2023-06-27
STQ,1.0,1.0,supplier_quote,Harvey's Mechanical & Welding Services Pty Ltd,"",2023-09-02
UNI,,537.0,supplier_quote,BRICKS,"",2023-06-27
UNI,537.0,537.0,supplier_quote,Austral - Rochedale,"",2023-09-02
CFLL,,35.0,supplier_quote,Robert Harder,"",2023-06-25
CFLL,35.0,27.0,supplier_quote,CARPENTER,"",2023-06-27
CFLL,27.0,29.0,supplier_quote,Robs Carpentry,"",2023-09-06
CFLL,29.0,27.0,supplier_quote,Sams carpentry SEQ,"",2023-09-08
CFLL,27.0,27.0,supplier_quote,Braiden Brothers Carpentry,"",2023-12-04
CFLL,27.0,27.0,supplier_quote,Joii Carpentry,"",2024-03-05
CFLL,27.0,27.0,supplier_quote,Tekna Carpentry,"",2024-07-24
WATER,,1.0,supplier_quote,WATER,"",2023-06-27
WSASPERLIST,,1.0,supplier_quote,WET SEAL,"",2023-06-27
WSASPERLIST,1.0,1.0,supplier_quote,Heartwood Industries Pty Ltd,"",2023-09-02
WSASPERLIST,1.0,1.0,supplier_quote,Gold Coast Gappng,"",2023-09-02
WSASPERLIST,1.0,1.0,supplier_quote,Nu Style Trade Pty Ltd,"",2023-09-02
WSASPERLIST,1.0,1.0,supplier_quote,Wayke Waterproofing. Ware,"",2024-07-24
IDLCOILA,,3.94,supplier_quote,STEEL MESH,"",2023-06-27
IDLCOILA,3.94,3.94,supplier_quote,Ausreo Pty Ltd,"",2023-09-02
RENQUOTE,,1.0,supplier_quote,RENDER,"",2023-06-27
WPFBLWALL,,35.0,supplier_quote,WET SEAL,"",2023-06-27
WPFBLWALL,35.0,35.0,supplier_quote,Gold Coast Gappng,"",2023-09-02
WPFBLWALL,35.0,35.0,supplier_quote,Heartwood Industries Pty Ltd,"",2023-09-02
WPFBLWALL,35.0,35.0,supplier_quote,Nu Style Trade Pty Ltd,"",2023-09-02
WPFBLWALL,35.0,35.0,supplier_quote,Wayke Waterproofing. Ware,"",2024-07-24
PROTBRD,,5.0,supplier_quote,WET SEAL,"",2023-06-27
PROTBRD,5.0,5.0,supplier_quote,Nu Style Trade Pty Ltd,"",2023-09-02
PROTBRD,5.0,5.0,supplier_quote,Heartwood Industries Pty Ltd,"",2023-09-02
PROTBRD,5.0,5.0,supplier_quote,Gold Coast Gappng,"",2023-09-02
PROTBRD,5.0,5.0,supplier_quote,Wayke Waterproofing. Ware,"",2024-07-24
COLCONSQUOTE,,1.0,supplier_quote,COLOUR CONSULTANT,"",2023-06-27
PID,,40.0,supplier_quote,PAINTER,"",2023-06-27
PID,40.0,40.0,supplier_quote,JJ & J Lyons Painter,"",2024-03-06
PID,40.0,40.0,supplier_quote,MI Painting and Decorating Services Marko Lvanovic,"",2024-07-02
PCC,,50.0,supplier_quote,PAINTER,"",2023-06-27
PCC,50.0,50.0,supplier_quote,JJ & J Lyons Painter,"",2024-03-06
PCC,50.0,50.0,supplier_quote,MI Painting and Decorating Services Marko Lvanovic,"",2024-07-02
71C4510,,227.95,supplier_quote,PLUMBING FITOFF GEAR,"",2023-06-27
71C4510,227.95,227.95,supplier_quote,Harvey Norman Commercial QLD,"",2023-09-02
HTEX2412,,29.64,supplier_quote,EXTERNAL CLADDING,"",2023-06-27
HTEX2412,29.64,29.64,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-12-19
HTEX2412,29.64,29.64,supplier_quote,Bunnings,"",2024-02-26
D/BSC,,75.0,supplier_quote,ENTRY DOORS,"",2023-06-27
D/BSC,75.0,75.0,supplier_quote,Pre Hung Doors (PHD),"",2023-10-31
ADST,,142.0,supplier_quote,SITE WORKS,"",2023-06-27
ADST,142.0,142.0,supplier_quote,SITE CLEAN,"",2023-10-25
ADST,142.0,142.0,supplier_quote,BWS Earthworks,"",2023-12-04
ADST,142.0,142.0,supplier_quote,Heartwood Industries Pty Ltd,"",2024-02-28
FGN1800,,95.0,supplier_quote,FENCING,"",2023-06-27
FGN1800,95.0,101.5,supplier_quote,Joii Landscaping,"",2024-02-10
HPLNEWPORT,,26.31,supplier_quote,EXTERNAL CLADDING,"",2023-06-27
HPLNEWPORT,26.31,26.31,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-12-19
HPLNEWPORT,26.31,26.31,supplier_quote,Bunnings,"",2024-02-26
RETLC,,85.0,supplier_quote,CONCRETE,"",2023-06-27
RETLC,85.0,85.0,supplier_quote,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"",2023-09-02
RETLC,85.0,85.0,supplier_quote,All Weather Trading,"",2023-12-03
KITP,,620.0,supplier_quote,CABINET MAKER,"",2023-06-27
KITP,620.0,620.0,supplier_quote,Aspect Joinery Pty Ltd,"",2023-09-02
KITP,620.0,990.0,supplier_quote,Tekna Kitchen Material,"",2024-08-22
ALFM106,,95.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM106,95.0,95.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM109,,119.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM109,119.0,119.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1010,,130.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1010,130.0,130.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1012,,130.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1012,130.0,130.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1014,,144.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1014,144.0,144.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1016,,174.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1016,174.0,174.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1018,,226.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1018,226.0,226.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1021,,226.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1021,226.0,226.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1024,,240.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1024,240.0,240.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1027,,286.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1027,286.0,286.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM126,,62.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM126,62.0,62.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM129,,71.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM129,71.0,71.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1210,,74.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1210,74.0,74.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
KITCNRP,,726.0,supplier_quote,CABINET MAKER,"",2023-06-27
KITCNRP,726.0,726.0,supplier_quote,Aspect Joinery Pty Ltd,"",2023-09-02
KITPD,,56.1,supplier_quote,CABINET MAKER,"",2023-06-27
KITPD,56.1,56.1,supplier_quote,Aspect Joinery Pty Ltd,"",2023-09-02
ALFM1212,,85.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1212,85.0,85.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1214,,106.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1214,106.0,106.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1216,,114.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1216,114.0,114.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1218,,134.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1218,134.0,134.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1221,,148.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1221,148.0,148.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1224,,166.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1224,166.0,166.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
ALFM1227,,281.0,supplier_quote,MIRRORS,"",2023-06-27
ALFM1227,281.0,281.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM106,,71.0,supplier_quote,MIRRORS,"",2023-06-27
PEM106,71.0,71.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM109,,66.0,supplier_quote,MIRRORS,"",2023-06-27
PEM109,66.0,66.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1010,,100.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1010,100.0,100.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1012,,112.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1012,112.0,169.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1014,,140.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1014,140.0,140.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1016,,161.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1016,161.0,161.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1018,,182.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1018,182.0,182.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1021,,264.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1021,264.0,264.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1024,,284.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1024,284.0,284.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1027,,304.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1027,304.0,304.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM126,,66.0,supplier_quote,MIRRORS,"",2023-06-27
PEM126,66.0,66.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM129,,79.0,supplier_quote,MIRRORS,"",2023-06-27
PEM129,79.0,79.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1210,,82.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1210,82.0,82.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1212,,98.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1212,98.0,98.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1214,,119.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1214,119.0,119.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1216,,127.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1216,127.0,127.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1218,,184.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1218,184.0,184.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1221,,234.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1221,234.0,234.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1224,,254.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1224,254.0,254.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
PEM1227,,369.0,supplier_quote,MIRRORS,"",2023-06-27
PEM1227,369.0,369.0,supplier_quote,Civic Shower Screens & Wardrobes,"",2023-11-27
KITFOH,,400.0,supplier_quote,CABINET MAKER,"",2023-06-27
KITFOH,400.0,400.0,supplier_quote,Aspect Joinery Pty Ltd,"",2023-09-02
KITFOH,400.0,600.0,supplier_quote,Tekna Kitchen Material,"",2024-08-22
KITDW,,54.0,supplier_quote,CABINET MAKER,"",2023-06-27
KITDW,54.0,54.0,supplier_quote,Aspect Joinery Pty Ltd,"",2023-09-02
KITDW,54.0,81.0,supplier_quote,Tekna Kitchen Material,"",2024-08-22
FGQ,,1.0,supplier_quote,ROOF,"",2023-06-27
FGQ,1.0,1.0,supplier_quote,Joii Roofing,"",2023-09-02
WHSW,,128.0,supplier_quote,ELECTRICAL,"",2023-06-27
WHSW,128.0,128.0,supplier_quote,Latitude 28 Cabling Pty Ltd,"",2023-09-02
WHSW,128.0,128.0,supplier_quote,All Clear Electrical,"",2023-09-02
RB900,,235.0,supplier_quote,ELECTRICAL,"",2023-06-27
RB900,235.0,235.0,supplier_quote,All Clear Electrical,"",2023-09-02
RB900,235.0,235.0,supplier_quote,Latitude 28 Cabling Pty Ltd,"",2023-09-02
RB900,235.0,235.0,supplier_quote,RJF Installations,"",2023-09-02
SPMOH,,120.0,supplier_quote,ELECTRICAL,"",2023-06-27
SPMOH,120.0,120.0,supplier_quote,RJF Installations,"",2023-09-02
SPMOH,120.0,120.0,supplier_quote,Latitude 28 Cabling Pty Ltd,"",2023-09-02
SPMOH,120.0,120.0,supplier_quote,All Clear Electrical,"",2023-09-02
TPMOH,,200.0,supplier_quote,ELECTRICAL,"",2023-06-27
TPMOH,200.0,200.0,supplier_quote,All Clear Electrical,"",2023-09-02
TPMOH,200.0,200.0,supplier_quote,Latitude 28 Cabling Pty Ltd,"",2023-09-02
TPMOH,200.0,200.0,supplier_quote,RJF Installations,"",2023-09-02
EUTP,,31.0,supplier_quote,ELECTRICAL,"",2023-06-27
EUTP,31.0,31.0,supplier_quote,RJF Installations,"",2023-09-02
EUTP,31.0,31.0,supplier_quote,Latitude 28 Cabling Pty Ltd,"",2023-09-02
EUTP,31.0,31.0,supplier_quote,All Clear Electrical,"",2023-09-02
WCF,,59.0,supplier_quote,ELECTRICAL,"",2023-06-27
WCF,59.0,177.0,supplier_quote,All Clear Electrical,"",2023-09-02
WCF,177.0,59.0,supplier_quote,Latitude 28 Cabling Pty Ltd,"",2023-09-02
BUILDKEY,,2.59,supplier_quote,DOOR FURNITURE,"",2023-06-27
BUILDKEY,2.59,2.59,supplier_quote,Pre Hung Doors (PHD),"",2023-09-10
BLDCB,,1650.0,supplier_quote,BRICKLAYER,"",2023-06-27
BLDCB,1650.0,1650.0,supplier_quote,BSK and associates,"",2023-12-04
BLDFB,,1650.0,supplier_quote,BRICKLAYER,"",2023-06-27
BLDFB,1650.0,1650.0,supplier_quote,BSK and associates,"",2023-12-04
BLL,,10.0,supplier_quote,BRICKLAYER,"",2023-06-27
BLL,10.0,10.0,supplier_quote,BSK and associates,"",2023-12-04
BLNR,,1.0,supplier_quote,BRICKLAYER,"",2023-06-27
BLNR,1.0,1.0,supplier_quote,BSK and associates,"",2023-12-04
BLNP,,1.0,supplier_quote,BRICKLAYER,"",2023-06-27
BLNP,1.0,1.0,supplier_quote,BSK and associates,"",2023-12-04
BLWR,,100.0,supplier_quote,BRICKLAYER,"",2023-06-27
BLWR,100.0,100.0,supplier_quote,BSK and associates,"",2023-12-04
BLWP,,100.0,supplier_quote,BRICKLAYER,"",2023-06-27
BLWP,100.0,100.0,supplier_quote,BSK and associates,"",2023-12-04
BLCBU,,1650.0,supplier_quote,BRICKLAYER,"",2023-06-27
BLCBU,1650.0,1650.0,supplier_quote,BSK and associates,"",2023-12-04
BLDFBU,,1650.0,supplier_quote,BRICKLAYER,"",2023-06-27
